"date","year","GEO","naics","value"
2020-11-01,2020,"British Columbia","Goods-producing sector",490600
2020-11-01,2020,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",33900
2020-11-01,2020,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",47600
2020-11-01,2020,"British Columbia","Utilities [22]",17600
2020-11-01,2020,"British Columbia","Construction [23]",217300
2020-11-01,2020,"British Columbia","Manufacturing [31-33]",174200
2020-11-01,2020,"British Columbia","Services-producing sector",2121100
2020-11-01,2020,"British Columbia","Wholesale and retail trade [41, 44-45]",394100
2020-11-01,2020,"British Columbia","Transportation and warehousing [48-49]",145000
2020-11-01,2020,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",168700
2020-11-01,2020,"British Columbia","Professional, scientific and technical services [54]",247700
2020-11-01,2020,"British Columbia","Business, building and other support services [55-56]",106300
2020-11-01,2020,"British Columbia","Educational services [61]",186600
2020-11-01,2020,"British Columbia","Health care and social assistance [62]",329200
2020-11-01,2020,"British Columbia","Information, culture and recreation [51, 71]",115400
2020-11-01,2020,"British Columbia","Accommodation and food services [72]",191500
2020-11-01,2020,"British Columbia","Other services (except public administration) [81]",108800
2020-11-01,2020,"British Columbia","Public administration [91]",127800
2020-12-01,2020,"British Columbia","Total employed, all industries",2613800
2020-12-01,2020,"British Columbia","Goods-producing sector",507500
2020-12-01,2020,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",28800
2020-12-01,2020,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",49800
2020-12-01,2020,"British Columbia","Utilities [22]",17300
2020-12-01,2020,"British Columbia","Construction [23]",231600
2020-12-01,2020,"British Columbia","Manufacturing [31-33]",180100
2020-12-01,2020,"British Columbia","Services-producing sector",2106300
2020-12-01,2020,"British Columbia","Wholesale and retail trade [41, 44-45]",389200
2020-12-01,2020,"British Columbia","Transportation and warehousing [48-49]",141200
2020-12-01,2020,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",166200
2020-12-01,2020,"British Columbia","Professional, scientific and technical services [54]",248600
2020-12-01,2020,"British Columbia","Business, building and other support services [55-56]",108100
2020-12-01,2020,"British Columbia","Educational services [61]",188400
2020-12-01,2020,"British Columbia","Health care and social assistance [62]",331700
2020-12-01,2020,"British Columbia","Information, culture and recreation [51, 71]",109200
2020-12-01,2020,"British Columbia","Accommodation and food services [72]",185000
2020-12-01,2020,"British Columbia","Other services (except public administration) [81]",105800
2020-12-01,2020,"British Columbia","Public administration [91]",133000
2021-01-01,2021,"British Columbia","Total employed, all industries",2625900
2021-01-01,2021,"British Columbia","Goods-producing sector",503800
2021-01-01,2021,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",26900
2021-01-01,2021,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",49200
2021-01-01,2021,"British Columbia","Utilities [22]",20000
2021-01-01,2021,"British Columbia","Construction [23]",233000
2021-01-01,2021,"British Columbia","Manufacturing [31-33]",174800
2021-01-01,2021,"British Columbia","Services-producing sector",2122100
2021-01-01,2021,"British Columbia","Wholesale and retail trade [41, 44-45]",388300
2021-01-01,2021,"British Columbia","Transportation and warehousing [48-49]",143900
2021-01-01,2021,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",165200
2021-01-01,2021,"British Columbia","Professional, scientific and technical services [54]",257200
2021-01-01,2021,"British Columbia","Business, building and other support services [55-56]",104200
2021-01-01,2021,"British Columbia","Educational services [61]",183400
2021-01-01,2021,"British Columbia","Health care and social assistance [62]",336800
2021-01-01,2021,"British Columbia","Information, culture and recreation [51, 71]",119100
2021-01-01,2021,"British Columbia","Accommodation and food services [72]",177100
2021-01-01,2021,"British Columbia","Other services (except public administration) [81]",110200
2021-01-01,2021,"British Columbia","Public administration [91]",136800
2021-02-01,2021,"British Columbia","Total employed, all industries",2642500
2021-02-01,2021,"British Columbia","Goods-producing sector",487500
2021-02-01,2021,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",24500
2021-02-01,2021,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",49900
2021-02-01,2021,"British Columbia","Utilities [22]",19900
2021-02-01,2021,"British Columbia","Construction [23]",227400
2021-02-01,2021,"British Columbia","Manufacturing [31-33]",165800
2021-02-01,2021,"British Columbia","Services-producing sector",2155000
2021-02-01,2021,"British Columbia","Wholesale and retail trade [41, 44-45]",397000
2021-02-01,2021,"British Columbia","Transportation and warehousing [48-49]",148900
2021-02-01,2021,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",168300
2021-02-01,2021,"British Columbia","Professional, scientific and technical services [54]",259200
2021-02-01,2021,"British Columbia","Business, building and other support services [55-56]",102800
2021-02-01,2021,"British Columbia","Educational services [61]",187200
2021-02-01,2021,"British Columbia","Health care and social assistance [62]",336700
2021-02-01,2021,"British Columbia","Information, culture and recreation [51, 71]",116600
2021-02-01,2021,"British Columbia","Accommodation and food services [72]",183500
2021-02-01,2021,"British Columbia","Other services (except public administration) [81]",115200
2021-02-01,2021,"British Columbia","Public administration [91]",139600
2021-03-01,2021,"British Columbia","Total employed, all industries",2663800
2021-03-01,2021,"British Columbia","Goods-producing sector",502300
2021-03-01,2021,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",25000
2021-03-01,2021,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",50000
2021-03-01,2021,"British Columbia","Utilities [22]",18900
2021-03-01,2021,"British Columbia","Construction [23]",231300
2021-03-01,2021,"British Columbia","Manufacturing [31-33]",177100
2021-03-01,2021,"British Columbia","Services-producing sector",2161500
2021-03-01,2021,"British Columbia","Wholesale and retail trade [41, 44-45]",393800
2021-03-01,2021,"British Columbia","Transportation and warehousing [48-49]",146100
2021-03-01,2021,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",169500
2021-03-01,2021,"British Columbia","Professional, scientific and technical services [54]",260800
2021-03-01,2021,"British Columbia","Business, building and other support services [55-56]",104000
2021-03-01,2021,"British Columbia","Educational services [61]",188100
2021-03-01,2021,"British Columbia","Health care and social assistance [62]",346300
2021-03-01,2021,"British Columbia","Information, culture and recreation [51, 71]",126200
2021-03-01,2021,"British Columbia","Accommodation and food services [72]",182600
2021-03-01,2021,"British Columbia","Other services (except public administration) [81]",109100
2021-03-01,2021,"British Columbia","Public administration [91]",135100
2021-04-01,2021,"British Columbia","Total employed, all industries",2628000
2021-04-01,2021,"British Columbia","Goods-producing sector",511100
2021-04-01,2021,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",25200
2021-04-01,2021,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",50700
2021-04-01,2021,"British Columbia","Utilities [22]",19700
2021-04-01,2021,"British Columbia","Construction [23]",228900
2021-04-01,2021,"British Columbia","Manufacturing [31-33]",186800
2021-04-01,2021,"British Columbia","Services-producing sector",2116900
2021-04-01,2021,"British Columbia","Wholesale and retail trade [41, 44-45]",386000
2021-04-01,2021,"British Columbia","Transportation and warehousing [48-49]",141700
2021-04-01,2021,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",174400
2021-04-01,2021,"British Columbia","Professional, scientific and technical services [54]",267000
2021-04-01,2021,"British Columbia","Business, building and other support services [55-56]",105000
2021-04-01,2021,"British Columbia","Educational services [61]",186000
2021-04-01,2021,"British Columbia","Health care and social assistance [62]",343200
2021-04-01,2021,"British Columbia","Information, culture and recreation [51, 71]",120900
2021-04-01,2021,"British Columbia","Accommodation and food services [72]",151700
2021-04-01,2021,"British Columbia","Other services (except public administration) [81]",107900
2021-04-01,2021,"British Columbia","Public administration [91]",133200
2021-05-01,2021,"British Columbia","Total employed, all industries",2633500
2021-05-01,2021,"British Columbia","Goods-producing sector",501000
2021-05-01,2021,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",20000
2021-05-01,2021,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",54700
2021-05-01,2021,"British Columbia","Utilities [22]",20700
2021-05-01,2021,"British Columbia","Construction [23]",225700
2021-05-01,2021,"British Columbia","Manufacturing [31-33]",179900
2021-05-01,2021,"British Columbia","Services-producing sector",2132400
2021-05-01,2021,"British Columbia","Wholesale and retail trade [41, 44-45]",388900
2021-05-01,2021,"British Columbia","Transportation and warehousing [48-49]",147800
2021-05-01,2021,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",167900
2021-05-01,2021,"British Columbia","Professional, scientific and technical services [54]",263800
2021-05-01,2021,"British Columbia","Business, building and other support services [55-56]",102900
2021-05-01,2021,"British Columbia","Educational services [61]",184900
2021-05-01,2021,"British Columbia","Health care and social assistance [62]",342500
2021-05-01,2021,"British Columbia","Information, culture and recreation [51, 71]",124900
2021-05-01,2021,"British Columbia","Accommodation and food services [72]",165500
2021-05-01,2021,"British Columbia","Other services (except public administration) [81]",109800
2021-05-01,2021,"British Columbia","Public administration [91]",133400
2021-06-01,2021,"British Columbia","Total employed, all industries",2664300
2021-06-01,2021,"British Columbia","Goods-producing sector",487800
2021-06-01,2021,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",20200
2021-06-01,2021,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",50200
2021-06-01,2021,"British Columbia","Utilities [22]",21500
2021-06-01,2021,"British Columbia","Construction [23]",217800
2021-06-01,2021,"British Columbia","Manufacturing [31-33]",178100
2021-06-01,2021,"British Columbia","Services-producing sector",2176500
2021-06-01,2021,"British Columbia","Wholesale and retail trade [41, 44-45]",397600
2021-06-01,2021,"British Columbia","Transportation and warehousing [48-49]",147000
2021-06-01,2021,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",169200
2021-06-01,2021,"British Columbia","Professional, scientific and technical services [54]",269600
2021-06-01,2021,"British Columbia","Business, building and other support services [55-56]",101200
2021-06-01,2021,"British Columbia","Educational services [61]",184900
2021-06-01,2021,"British Columbia","Health care and social assistance [62]",349400
2021-06-01,2021,"British Columbia","Information, culture and recreation [51, 71]",129500
2021-06-01,2021,"British Columbia","Accommodation and food services [72]",177700
2021-06-01,2021,"British Columbia","Other services (except public administration) [81]",113500
2021-06-01,2021,"British Columbia","Public administration [91]",137100
2021-07-01,2021,"British Columbia","Total employed, all industries",2672700
2021-07-01,2021,"British Columbia","Goods-producing sector",496000
2021-07-01,2021,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",19100
2021-07-01,2021,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",51300
2021-07-01,2021,"British Columbia","Utilities [22]",17700
2021-07-01,2021,"British Columbia","Construction [23]",234900
2021-07-01,2021,"British Columbia","Manufacturing [31-33]",172900
2021-07-01,2021,"British Columbia","Services-producing sector",2176700
2021-07-01,2021,"British Columbia","Wholesale and retail trade [41, 44-45]",392700
2021-07-01,2021,"British Columbia","Transportation and warehousing [48-49]",146600
2021-07-01,2021,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",173200
2021-07-01,2021,"British Columbia","Professional, scientific and technical services [54]",265400
2021-07-01,2021,"British Columbia","Business, building and other support services [55-56]",103900
2021-07-01,2021,"British Columbia","Educational services [61]",187300
2021-07-01,2021,"British Columbia","Health care and social assistance [62]",354900
2021-07-01,2021,"British Columbia","Information, culture and recreation [51, 71]",118600
2021-07-01,2021,"British Columbia","Accommodation and food services [72]",179300
2021-07-01,2021,"British Columbia","Other services (except public administration) [81]",117300
2021-07-01,2021,"British Columbia","Public administration [91]",137500
2021-08-01,2021,"British Columbia","Total employed, all industries",2682000
2021-08-01,2021,"British Columbia","Goods-producing sector",500400
2021-08-01,2021,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",15800
2021-08-01,2021,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",45800
2021-08-01,2021,"British Columbia","Utilities [22]",14500
2021-08-01,2021,"British Columbia","Construction [23]",233500
2021-08-01,2021,"British Columbia","Manufacturing [31-33]",190800
2021-08-01,2021,"British Columbia","Services-producing sector",2181600
2021-08-01,2021,"British Columbia","Wholesale and retail trade [41, 44-45]",406000
2021-08-01,2021,"British Columbia","Transportation and warehousing [48-49]",146800
2021-08-01,2021,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",172400
2021-08-01,2021,"British Columbia","Professional, scientific and technical services [54]",262800
2021-08-01,2021,"British Columbia","Business, building and other support services [55-56]",95700
2021-08-01,2021,"British Columbia","Educational services [61]",179400
2021-08-01,2021,"British Columbia","Health care and social assistance [62]",355800
2021-08-01,2021,"British Columbia","Information, culture and recreation [51, 71]",130200
2021-08-01,2021,"British Columbia","Accommodation and food services [72]",186900
2021-08-01,2021,"British Columbia","Other services (except public administration) [81]",111500
2021-08-01,2021,"British Columbia","Public administration [91]",134200
2021-09-01,2021,"British Columbia","Total employed, all industries",2685400
2021-09-01,2021,"British Columbia","Goods-producing sector",505500
2021-09-01,2021,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",17800
2021-09-01,2021,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",48900
2021-09-01,2021,"British Columbia","Utilities [22]",15800
2021-09-01,2021,"British Columbia","Construction [23]",232200
2021-09-01,2021,"British Columbia","Manufacturing [31-33]",190700
2021-09-01,2021,"British Columbia","Services-producing sector",2179900
2021-09-01,2021,"British Columbia","Wholesale and retail trade [41, 44-45]",399700
2021-09-01,2021,"British Columbia","Transportation and warehousing [48-49]",146700
2021-09-01,2021,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",166300
2021-09-01,2021,"British Columbia","Professional, scientific and technical services [54]",257300
2021-09-01,2021,"British Columbia","Business, building and other support services [55-56]",93100
2021-09-01,2021,"British Columbia","Educational services [61]",187600
2021-09-01,2021,"British Columbia","Health care and social assistance [62]",353500
2021-09-01,2021,"British Columbia","Information, culture and recreation [51, 71]",135500
2021-09-01,2021,"British Columbia","Accommodation and food services [72]",187600
2021-09-01,2021,"British Columbia","Other services (except public administration) [81]",107800
2021-09-01,2021,"British Columbia","Public administration [91]",144800
2021-10-01,2021,"British Columbia","Total employed, all industries",2687200
2021-10-01,2021,"British Columbia","Goods-producing sector",501200
2021-10-01,2021,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",20000
2021-10-01,2021,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",46700
2021-10-01,2021,"British Columbia","Utilities [22]",15800
2021-10-01,2021,"British Columbia","Construction [23]",229300
2021-10-01,2021,"British Columbia","Manufacturing [31-33]",189500
2021-10-01,2021,"British Columbia","Services-producing sector",2186000
2021-10-01,2021,"British Columbia","Wholesale and retail trade [41, 44-45]",416800
2021-10-01,2021,"British Columbia","Transportation and warehousing [48-49]",148700
2021-10-01,2021,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",168600
2021-10-01,2021,"British Columbia","Professional, scientific and technical services [54]",253300
2021-10-01,2021,"British Columbia","Business, building and other support services [55-56]",91000
2021-10-01,2021,"British Columbia","Educational services [61]",183600
2021-10-01,2021,"British Columbia","Health care and social assistance [62]",361200
2021-10-01,2021,"British Columbia","Information, culture and recreation [51, 71]",135600
2021-10-01,2021,"British Columbia","Accommodation and food services [72]",180100
2021-10-01,2021,"British Columbia","Other services (except public administration) [81]",104000
2021-10-01,2021,"British Columbia","Public administration [91]",143100
2021-11-01,2021,"British Columbia","Total employed, all industries",2704500
2021-11-01,2021,"British Columbia","Goods-producing sector",497600
2021-11-01,2021,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",21400
2021-11-01,2021,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",41800
2021-11-01,2021,"British Columbia","Utilities [22]",15000
2021-11-01,2021,"British Columbia","Construction [23]",215600
2021-11-01,2021,"British Columbia","Manufacturing [31-33]",203800
2021-11-01,2021,"British Columbia","Services-producing sector",2206900
2021-11-01,2021,"British Columbia","Wholesale and retail trade [41, 44-45]",427900
2021-11-01,2021,"British Columbia","Transportation and warehousing [48-49]",146800
2021-11-01,2021,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",171400
2021-11-01,2021,"British Columbia","Professional, scientific and technical services [54]",265900
2021-11-01,2021,"British Columbia","Business, building and other support services [55-56]",88300
2021-11-01,2021,"British Columbia","Educational services [61]",186200
2021-11-01,2021,"British Columbia","Health care and social assistance [62]",365900
2021-11-01,2021,"British Columbia","Information, culture and recreation [51, 71]",133700
2021-11-01,2021,"British Columbia","Accommodation and food services [72]",181400
2021-11-01,2021,"British Columbia","Other services (except public administration) [81]",102700
2021-11-01,2021,"British Columbia","Public administration [91]",136800
2021-12-01,2021,"British Columbia","Total employed, all industries",2696800
2021-12-01,2021,"British Columbia","Goods-producing sector",491500
2021-12-01,2021,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",20900
2021-12-01,2021,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",43500
2021-12-01,2021,"British Columbia","Utilities [22]",15100
2021-12-01,2021,"British Columbia","Construction [23]",218600
2021-12-01,2021,"British Columbia","Manufacturing [31-33]",193500
2021-12-01,2021,"British Columbia","Services-producing sector",2205300
2021-12-01,2021,"British Columbia","Wholesale and retail trade [41, 44-45]",431100
2021-12-01,2021,"British Columbia","Transportation and warehousing [48-49]",143500
2021-12-01,2021,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",160800
2021-12-01,2021,"British Columbia","Professional, scientific and technical services [54]",262800
2021-12-01,2021,"British Columbia","Business, building and other support services [55-56]",88700
2021-12-01,2021,"British Columbia","Educational services [61]",188500
2021-12-01,2021,"British Columbia","Health care and social assistance [62]",373700
2021-12-01,2021,"British Columbia","Information, culture and recreation [51, 71]",140400
2021-12-01,2021,"British Columbia","Accommodation and food services [72]",175300
2021-12-01,2021,"British Columbia","Other services (except public administration) [81]",102200
2021-12-01,2021,"British Columbia","Public administration [91]",138300
2022-01-01,2022,"British Columbia","Total employed, all industries",2703500
2022-01-01,2022,"British Columbia","Goods-producing sector",496700
2022-01-01,2022,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",22500
2022-01-01,2022,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",46200
2022-01-01,2022,"British Columbia","Utilities [22]",15900
2022-01-01,2022,"British Columbia","Construction [23]",217300
2022-01-01,2022,"British Columbia","Manufacturing [31-33]",194800
2022-01-01,2022,"British Columbia","Services-producing sector",2206800
2022-01-01,2022,"British Columbia","Wholesale and retail trade [41, 44-45]",433200
2022-01-01,2022,"British Columbia","Transportation and warehousing [48-49]",144300
2022-01-01,2022,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",166500
2022-01-01,2022,"British Columbia","Professional, scientific and technical services [54]",259400
2022-01-01,2022,"British Columbia","Business, building and other support services [55-56]",85300
2022-01-01,2022,"British Columbia","Educational services [61]",193400
2022-01-01,2022,"British Columbia","Health care and social assistance [62]",370200
2022-01-01,2022,"British Columbia","Information, culture and recreation [51, 71]",139800
2022-01-01,2022,"British Columbia","Accommodation and food services [72]",174800
2022-01-01,2022,"British Columbia","Other services (except public administration) [81]",102400
2022-01-01,2022,"British Columbia","Public administration [91]",137400
2022-02-01,2022,"British Columbia","Total employed, all industries",2736700
2022-02-01,2022,"British Columbia","Goods-producing sector",505600
2022-02-01,2022,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",23600
2022-02-01,2022,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",46000
2022-02-01,2022,"British Columbia","Utilities [22]",15400
2022-02-01,2022,"British Columbia","Construction [23]",224500
2022-02-01,2022,"British Columbia","Manufacturing [31-33]",196000
2022-02-01,2022,"British Columbia","Services-producing sector",2231000
2022-02-01,2022,"British Columbia","Wholesale and retail trade [41, 44-45]",434300
2022-02-01,2022,"British Columbia","Transportation and warehousing [48-49]",145800
2022-02-01,2022,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",162200
2022-02-01,2022,"British Columbia","Professional, scientific and technical services [54]",276000
2022-02-01,2022,"British Columbia","Business, building and other support services [55-56]",82300
2022-02-01,2022,"British Columbia","Educational services [61]",199500
2022-02-01,2022,"British Columbia","Health care and social assistance [62]",373400
2022-02-01,2022,"British Columbia","Information, culture and recreation [51, 71]",143000
2022-02-01,2022,"British Columbia","Accommodation and food services [72]",177400
2022-02-01,2022,"British Columbia","Other services (except public administration) [81]",100700
2022-02-01,2022,"British Columbia","Public administration [91]",136400
2022-03-01,2022,"British Columbia","Total employed, all industries",2734900
2022-03-01,2022,"British Columbia","Goods-producing sector",503900
2022-03-01,2022,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",24400
2022-03-01,2022,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",47400
2022-03-01,2022,"British Columbia","Utilities [22]",15000
2022-03-01,2022,"British Columbia","Construction [23]",225600
2022-03-01,2022,"British Columbia","Manufacturing [31-33]",191600
2022-03-01,2022,"British Columbia","Services-producing sector",2231000
2022-03-01,2022,"British Columbia","Wholesale and retail trade [41, 44-45]",435700
2022-03-01,2022,"British Columbia","Transportation and warehousing [48-49]",146600
2022-03-01,2022,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",160700
2022-03-01,2022,"British Columbia","Professional, scientific and technical services [54]",277400
2022-03-01,2022,"British Columbia","Business, building and other support services [55-56]",86100
2022-03-01,2022,"British Columbia","Educational services [61]",191300
2022-03-01,2022,"British Columbia","Health care and social assistance [62]",372800
2022-03-01,2022,"British Columbia","Information, culture and recreation [51, 71]",141100
2022-03-01,2022,"British Columbia","Accommodation and food services [72]",180400
2022-03-01,2022,"British Columbia","Other services (except public administration) [81]",103400
2022-03-01,2022,"British Columbia","Public administration [91]",135600
2022-04-01,2022,"British Columbia","Total employed, all industries",2744700
2022-04-01,2022,"British Columbia","Goods-producing sector",506100
2022-04-01,2022,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",22000
2022-04-01,2022,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",47700
2022-04-01,2022,"British Columbia","Utilities [22]",15300
2022-04-01,2022,"British Columbia","Construction [23]",230100
2022-04-01,2022,"British Columbia","Manufacturing [31-33]",191000
2022-04-01,2022,"British Columbia","Services-producing sector",2238600
2022-04-01,2022,"British Columbia","Wholesale and retail trade [41, 44-45]",443600
2022-04-01,2022,"British Columbia","Transportation and warehousing [48-49]",147000
2022-04-01,2022,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",164800
2022-04-01,2022,"British Columbia","Professional, scientific and technical services [54]",279800
2022-04-01,2022,"British Columbia","Business, building and other support services [55-56]",83900
2022-04-01,2022,"British Columbia","Educational services [61]",193500
2022-04-01,2022,"British Columbia","Health care and social assistance [62]",368800
2022-04-01,2022,"British Columbia","Information, culture and recreation [51, 71]",140300
2022-04-01,2022,"British Columbia","Accommodation and food services [72]",182300
2022-04-01,2022,"British Columbia","Other services (except public administration) [81]",102200
2022-04-01,2022,"British Columbia","Public administration [91]",132300
2022-05-01,2022,"British Columbia","Total employed, all industries",2754800
2022-05-01,2022,"British Columbia","Goods-producing sector",508900
2022-05-01,2022,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",24300
2022-05-01,2022,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",46300
2022-05-01,2022,"British Columbia","Utilities [22]",17300
2022-05-01,2022,"British Columbia","Construction [23]",237500
2022-05-01,2022,"British Columbia","Manufacturing [31-33]",183600
2022-05-01,2022,"British Columbia","Services-producing sector",2245900
2022-05-01,2022,"British Columbia","Wholesale and retail trade [41, 44-45]",441400
2022-05-01,2022,"British Columbia","Transportation and warehousing [48-49]",142900
2022-05-01,2022,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",163100
2022-05-01,2022,"British Columbia","Professional, scientific and technical services [54]",274400
2022-05-01,2022,"British Columbia","Business, building and other support services [55-56]",88800
2022-05-01,2022,"British Columbia","Educational services [61]",193400
2022-05-01,2022,"British Columbia","Health care and social assistance [62]",377100
2022-05-01,2022,"British Columbia","Information, culture and recreation [51, 71]",146900
2022-05-01,2022,"British Columbia","Accommodation and food services [72]",183800
2022-05-01,2022,"British Columbia","Other services (except public administration) [81]",103100
2022-05-01,2022,"British Columbia","Public administration [91]",130900
2022-06-01,2022,"British Columbia","Total employed, all industries",2750400
2022-06-01,2022,"British Columbia","Goods-producing sector",511900
2022-06-01,2022,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",22300
2022-06-01,2022,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",49900
2022-06-01,2022,"British Columbia","Utilities [22]",14700
2022-06-01,2022,"British Columbia","Construction [23]",238100
2022-06-01,2022,"British Columbia","Manufacturing [31-33]",186800
2022-06-01,2022,"British Columbia","Services-producing sector",2238400
2022-06-01,2022,"British Columbia","Wholesale and retail trade [41, 44-45]",434700
2022-06-01,2022,"British Columbia","Transportation and warehousing [48-49]",144800
2022-06-01,2022,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",157800
2022-06-01,2022,"British Columbia","Professional, scientific and technical services [54]",275700
2022-06-01,2022,"British Columbia","Business, building and other support services [55-56]",89300
2022-06-01,2022,"British Columbia","Educational services [61]",199200
2022-06-01,2022,"British Columbia","Health care and social assistance [62]",368300
2022-06-01,2022,"British Columbia","Information, culture and recreation [51, 71]",143000
2022-06-01,2022,"British Columbia","Accommodation and food services [72]",186700
2022-06-01,2022,"British Columbia","Other services (except public administration) [81]",104400
2022-06-01,2022,"British Columbia","Public administration [91]",134500
2022-07-01,2022,"British Columbia","Total employed, all industries",2758700
2022-07-01,2022,"British Columbia","Goods-producing sector",511100
2022-07-01,2022,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",25200
2022-07-01,2022,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",50400
2022-07-01,2022,"British Columbia","Utilities [22]",14700
2022-07-01,2022,"British Columbia","Construction [23]",239200
2022-07-01,2022,"British Columbia","Manufacturing [31-33]",181600
2022-07-01,2022,"British Columbia","Services-producing sector",2247600
2022-07-01,2022,"British Columbia","Wholesale and retail trade [41, 44-45]",444100
2022-07-01,2022,"British Columbia","Transportation and warehousing [48-49]",145400
2022-07-01,2022,"British Columbia","Finance, insurance, real estate, rental and leasing [52-53]",157200
2022-07-01,2022,"British Columbia","Professional, scientific and technical services [54]",276400
2022-07-01,2022,"British Columbia","Business, building and other support services [55-56]",90700
2022-07-01,2022,"British Columbia","Educational services [61]",202100
2022-07-01,2022,"British Columbia","Health care and social assistance [62]",366300
2022-07-01,2022,"British Columbia","Information, culture and recreation [51, 71]",151800
2022-07-01,2022,"British Columbia","Accommodation and food services [72]",179900
2022-07-01,2022,"British Columbia","Other services (except public administration) [81]",99000
2022-07-01,2022,"British Columbia","Public administration [91]",134700
2022-08-01,2022,"British Columbia","Total employed, all industries",2750600
2022-08-01,2022,"British Columbia","Goods-producing sector",510000
2022-08-01,2022,"British Columbia","Agriculture [111-112, 1100, 1151-1152]",24900
2022-08-01,2022,"British Columbia","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",47600
2022-08-01,2022,"British Columbia","Utilities [22]",12900
2022-08-01,2022,"British Columbia","Construction [23]",245400
2022-08-01,2022,"British Columbia","Manufacturing [31-33]",179000
2022-08-01,2022,"British Columbia","Services-producing sector",2240600
2022-08-01,2022,"British Columbia","Wholesale and retail trade [41, 44-45]",429900
